amount,old_balance_orig,new_balance_orig,old_balance_dest,new_balance_dest,type,name_orig,name_dest,hour,day_of_week,is_fraud
0.4,5415.22,6328.16,7633.02,537.29,payment,C3802428,M1106646,15,6,1
54.66,8885.94,1090.93,5086.63,2370.36,debit,C5658528,M1001558,13,5,0
40.97,4578.32,6989.8,366.3,1065.36,debit,C1358384,M5618061,6,1,0
29.3,547.52,1875.98,8290.05,2056.68,payment,C8731865,M2028026,21,3,0
1121.63,7284.86,7268.21,3729.76,7590.23,payment,C8244779,M3582508,22,0,1
13.59,3843.05,1796.61,447.78,1833.45,cash_in,C2820737,M2423166,5,1,0
0.06,2369.65,8144.74,2734.79,5250.59,debit,C9906450,M6537308,14,1,1
39.08,6639.11,2234.32,4545.68,1804.14,cash_in,C5683785,M6297073,8,4,0
72.39,8372.67,2043.07,3025.79,7748.32,cash_in,C2527141,M2935210,22,1,1
6.94,7032.67,9500.67,1220.33,4845.28,debit,C3268584,M1886368,16,1,0
26.58,1351.63,9089.21,5133.32,6108.32,transfer,C5051609,M2402036,10,4,0
61.87,3387.55,1448.18,1865.27,4334.43,cash_out,C3343985,M4699507,22,5,0
874.66,807.21,7237.11,5512.59,7403.64,payment,C8732605,M3762110,21,2,1
23.72,427.75,214.14,370.49,6682.33,transfer,C1509145,M2403142,10,1,0
236.72,5899.82,918.06,1985.18,9535.58,transfer,C8364846,M7233398,1,6,0
47.51,355.83,1582.77,3598.03,3852.55,transfer,C9456053,M5863073,9,2,0
3629.1,6043.45,5806.21,4820.11,4962.28,transfer,C3526267,M3948175,9,4,1
14.56,3856.51,499.79,4403.43,359.89,debit,C1819619,M1046902,21,2,0
2.13,6403.01,978.02,7266.6,2823.29,cash_out,C7797848,M7337109,18,0,0
2521.56,5165.66,9907.61,3758.71,585.08,payment,C3856080,M7296917,23,0,1
11.52,4750.72,4126.65,2479.86,6060.81,debit,C8717916,M6957204,0,6,0
119.72,9392.11,9253.96,1929.19,738.69,payment,C1788304,M3053706,12,2,0
22.15,5602.36,5339.97,149.22,6293.23,payment,C3977034,M8946390,15,1,0
14.91,7662.14,5330.38,735.24,2751.21,cash_out,C2099420,M3373992,22,3,0
3.47,1791.62,5757.06,6728.0,7332.46,cash_in,C5992676,M3660746,0,1,0
22.67,1392.05,7250.27,8465.89,4365.8,transfer,C6193974,M5225340,2,3,0
11.22,2987.09,9823.86,3959.82,3611.29,payment,C5875658,M1709998,5,3,0
13.98,3753.57,5480.35,1950.86,1997.55,transfer,C2419467,M8882473,12,2,0
29.61,2976.95,5799.52,8165.75,5101.64,transfer,C4789409,M2828132,11,1,0
158.36,1866.7,9824.77,3382.36,9727.51,cash_in,C2032303,M6703062,1,2,0
12.59,8544.36,2464.29,9173.21,2168.48,payment,C4260298,M9828381,8,4,0
6.59,4007.73,2296.6,1500.02,1111.54,transfer,C8629336,M9828362,14,5,0
16.81,578.47,9758.34,2486.85,1005.05,cash_out,C9264138,M4637002,4,3,0
153.56,488.19,4125.8,444.1,860.72,transfer,C9470588,M9332679,10,3,0
79.61,7811.24,7230.83,5292.29,182.98,cash_out,C4501464,M1445758,0,4,1
0.06,1366.28,6012.25,9250.83,2519.42,cash_in,C6601106,M8923426,20,5,1
28.81,8248.11,6001.11,9607.65,9088.57,transfer,C4585320,M7572665,11,4,0
3.97,673.66,3181.16,802.04,1319.42,debit,C5812312,M2826302,17,2,0
0.27,3495.21,361.12,1479.01,9969.64,cash_out,C3862204,M3645399,6,4,1
9.16,2477.41,2822.69,3443.18,859.77,payment,C1612080,M5931635,4,4,0
57.47,524.25,3731.68,310.42,7941.12,cash_out,C9260690,M7635331,13,3,0
9.91,5241.46,1050.25,7488.79,4322.51,transfer,C1707302,M4236972,1,4,0
10.11,4038.52,6113.53,8199.91,7651.09,cash_in,C3583553,M8644182,2,2,0
29.92,9532.59,7699.19,2614.87,3471.28,transfer,C8210737,M9540874,17,1,0
6.01,6301.15,4904.17,7654.21,6477.09,cash_out,C4537620,M9799517,8,2,0
58.15,2496.79,8973.97,149.09,5325.32,cash_in,C4255940,M6748029,9,1,0
16.35,5547.85,8947.88,1451.3,556.59,cash_out,C7279755,M3082675,1,0,0
25.98,6970.27,6096.25,570.16,3745.6,debit,C2087833,M5854480,9,4,0
2878.86,4585.77,2626.92,8092.52,4088.27,debit,C8058810,M7306018,21,2,1
4.67,7619.0,7485.59,6791.5,7634.74,cash_in,C2504155,M9761270,9,1,0
2.08,3902.58,9524.16,2557.19,3370.5,transfer,C5939338,M1356907,16,2,0
4.84,8582.66,9537.56,8916.34,1172.71,cash_out,C5939743,M3370490,13,3,0
160.83,642.25,6259.96,327.31,5623.29,cash_out,C7677227,M2974957,14,6,0
17.15,6455.17,1821.75,2237.48,5660.43,cash_out,C9724047,M4697653,10,5,0
726.73,6536.88,8995.37,5250.06,6606.87,debit,C1293589,M5776497,0,2,0
16.83,1266.27,1510.32,6981.92,6139.07,payment,C1502308,M3470317,12,4,0
28.3,1551.46,6643.09,1025.62,5551.08,debit,C7346755,M6783398,13,5,0
1643.0,4871.1,4316.94,6752.92,6888.14,cash_out,C4192479,M9866836,10,4,1
380.06,1289.84,8448.75,7794.46,4046.84,cash_out,C5036611,M6213397,16,2,0
86.95,391.6,9596.3,4836.33,2314.97,transfer,C9621787,M8285474,19,3,0
76.52,9984.59,1256.16,9798.54,3933.16,cash_out,C2259243,M2362546,21,1,0
55.67,9697.98,8559.05,574.37,755.6,debit,C1939293,M5684988,2,2,0
16.94,7403.53,637.8,4137.13,1854.17,debit,C4286648,M8437568,20,3,0
19.4,3746.77,6411.28,2774.2,8967.61,cash_in,C8427188,M5722802,12,1,0
0.44,7287.61,7653.37,4175.3,1387.28,cash_out,C6780597,M1326526,17,6,1
0.37,8277.46,9236.01,9238.59,9821.63,debit,C2120619,M5421566,0,3,1
26.53,2701.71,9705.94,2064.55,4593.28,transfer,C3225760,M6271403,11,5,0
10.0,9166.61,4072.99,4725.21,9278.95,cash_in,C1178532,M4437937,5,5,0
46.91,3860.31,2266.82,4276.81,8269.16,payment,C3220569,M8847168,15,4,1
38.28,1300.52,2260.71,835.93,6711.97,payment,C6152253,M5439229,18,0,0
35.33,5830.18,573.08,8654.82,3010.76,transfer,C2585719,M8233660,8,2,0
14.78,2128.41,2576.25,1105.99,4756.94,transfer,C3378560,M8771291,23,6,0
127.95,9160.19,844.27,8356.18,6426.72,cash_in,C9996681,M4060030,3,5,0
44.28,4256.69,5767.95,3467.36,8314.5,debit,C8347263,M4923595,13,6,1
25.94,5439.66,8778.77,8495.95,1854.44,payment,C7852237,M1489172,10,1,0
8.37,7413.98,4978.98,7057.91,5491.52,cash_in,C7757550,M2996404,14,3,0
1.95,9388.12,2435.9,4110.34,7820.87,cash_out,C1259406,M7125131,0,3,0
7.84,8422.74,1886.44,6328.83,3346.12,cash_out,C2446013,M7599431,21,6,0
5.65,3417.01,9889.85,9376.88,6898.8,cash_in,C3522295,M2222424,16,5,0
70.07,9818.85,1473.57,5721.88,9692.27,debit,C1661606,M9963387,21,2,0
288.01,2959.16,5512.59,260.05,1667.54,transfer,C6551272,M1568932,19,5,1
7.68,5468.6,9752.59,6022.41,6944.92,debit,C5896725,M3180839,9,4,0
263.6,5170.84,6332.21,6507.98,2907.3,cash_in,C9515022,M8682043,1,5,0
38.45,9244.13,2429.28,5485.29,4531.03,cash_in,C4288145,M4133330,0,4,0
35.55,872.12,6178.84,7222.15,6670.55,cash_in,C9303014,M9928789,15,3,0
24.53,5788.47,4421.0,5022.54,8470.56,cash_out,C6370659,M9659004,18,1,0
9.15,7926.23,5368.19,6847.47,106.48,cash_out,C4984280,M7185439,1,5,0
569.63,8691.1,7580.11,3962.53,7304.12,payment,C8661071,M1642832,0,5,1
0.45,1841.48,7490.08,8539.57,2756.39,cash_out,C9784296,M7596354,14,4,1
99.49,8282.04,6152.74,1938.32,2541.59,cash_out,C9937275,M5517306,12,6,0
206.93,2026.22,9608.7,9245.33,9351.91,payment,C7793112,M3758535,8,0,0
18.9,1947.36,7638.83,7251.97,9328.4,cash_out,C6760468,M7527621,5,4,0
22.94,6976.52,3498.92,6118.58,6895.73,transfer,C4750607,M9463790,3,4,1
20.53,354.03,6493.63,5237.46,9566.96,debit,C6442132,M1262268,19,2,0
3.55,2944.32,2690.9,175.26,3135.53,debit,C3012893,M9595138,18,0,0
14.06,4864.05,4894.07,564.21,5263.27,payment,C4959725,M5515315,1,0,0
10.46,3145.05,3319.94,4591.4,3335.0,payment,C4393983,M2798890,6,5,0
96.53,8193.63,4810.97,8474.17,5292.8,cash_out,C8151289,M8504899,10,0,1
13.76,8481.39,7001.55,6468.79,1180.14,transfer,C1590426,M6936777,5,3,1
41.13,9976.18,6991.18,5284.84,5658.71,debit,C3208458,M9019741,0,2,0
6.99,5191.13,5622.27,7693.16,4081.72,cash_out,C6551467,M8183194,13,0,0
7.96,5877.31,4213.58,7567.47,5435.26,payment,C6010518,M3811691,4,3,0
0.69,9833.22,8942.39,2868.18,6358.51,debit,C8079391,M7102037,10,6,0
23.98,1859.97,1376.08,9584.25,9113.82,transfer,C8182448,M6574981,0,1,0
52.69,490.08,1643.84,3137.73,6427.73,debit,C4893816,M2220511,7,1,0
229.36,9912.88,1245.76,3327.19,3242.03,cash_out,C1093444,M6435425,10,3,0
497.48,4314.26,7407.74,6851.75,2910.7,payment,C9720948,M9804546,19,3,1
12.12,7195.7,1526.32,9634.64,6934.57,cash_out,C8097975,M8533043,20,6,0
61.44,6467.14,1582.08,163.02,3726.31,debit,C3813689,M7188013,9,1,0
2.48,2262.54,8154.32,7104.9,8096.52,transfer,C3243546,M4194779,2,1,0
1580.05,6486.96,6306.43,6278.27,683.95,transfer,C2507449,M9717283,7,3,1
1109.4,5572.19,3515.57,5371.88,7692.66,cash_in,C9702028,M2461159,21,3,1
4885.27,4852.79,3276.4,7493.58,3695.56,payment,C9117376,M3276108,12,1,1
30.85,3321.8,6224.25,5158.19,7777.63,cash_in,C7415821,M5044801,23,0,0
17.87,1898.36,4451.41,1297.2,4740.85,transfer,C8669985,M4608251,6,3,0
9.86,9265.37,6588.42,9669.54,9571.24,transfer,C6466396,M4049917,5,1,0
8.66,6186.61,7435.85,8827.43,9557.89,cash_in,C6485389,M2264379,20,2,0
59.77,8977.39,3318.51,3700.55,9645.1,debit,C4408903,M6372126,17,2,1
1119.4,6481.6,7397.44,8836.81,2266.77,cash_in,C5862755,M5146242,0,4,1
97.12,5818.33,9535.47,5031.36,7183.36,transfer,C4027624,M8496508,19,6,0
9.09,126.61,5753.33,4457.4,1704.69,payment,C5135405,M8860310,16,3,0
75.66,7108.39,8193.25,1468.93,9517.24,debit,C5077319,M3192250,4,0,0
20.96,1075.71,7953.01,4031.6,7926.8,transfer,C4161506,M3906926,1,0,0
117.43,8127.25,6891.54,4709.46,5084.26,debit,C8354627,M6860498,21,1,1
11.46,8797.3,6706.74,3637.91,2444.28,debit,C7616024,M2021413,1,1,0
0.13,3939.73,911.9,5769.39,7963.06,payment,C2836783,M8721122,2,2,1
31.94,2179.51,7306.78,8995.54,8689.17,transfer,C3503418,M3809849,23,4,0
63.71,1015.5,2068.51,2844.12,8691.78,debit,C4235507,M1951077,19,6,0
574.75,9922.57,918.21,6899.06,5048.67,debit,C2932234,M3435784,12,0,1
30.75,1244.04,1658.31,8680.64,9247.48,cash_in,C7880529,M8827457,21,1,0
287.67,6767.03,1247.75,3887.56,1134.6,cash_out,C1702145,M3029318,19,5,1
145.42,6651.0,9262.75,7623.52,9330.78,cash_out,C4591821,M1621143,9,4,1
0.18,5407.87,6637.34,4607.9,8781.04,payment,C9740807,M2738615,4,6,1
29.71,991.99,324.82,5628.03,4008.36,debit,C3359064,M6656532,0,4,0
7.99,1586.27,2938.46,1375.19,8415.91,debit,C4248973,M7152661,11,5,0
42.93,8123.6,7386.23,112.24,9313.94,debit,C6792145,M3150894,22,4,0
1.3,1061.96,9691.97,1274.64,2827.07,cash_in,C7023290,M6480092,17,2,0
51.31,1390.3,8478.79,2667.64,842.0,cash_out,C1430260,M3363000,15,0,0
16.39,1703.34,2384.99,4999.09,697.06,debit,C2032110,M8434228,23,5,0
2.77,8633.45,321.57,2359.19,1352.18,payment,C9909493,M2795827,10,2,0
4249.71,6876.04,6456.21,2296.19,7132.28,payment,C1543296,M5189227,1,0,1
0.45,4114.85,5014.23,9150.64,6434.4,payment,C8099935,M6171733,19,0,1
9.1,7805.97,3545.52,2921.93,8450.7,cash_out,C5215799,M9045874,3,1,0
17.48,4398.43,1194.55,5593.92,7714.65,debit,C3057504,M1649788,6,0,0
113.21,4184.47,2375.52,4548.33,2834.08,transfer,C9203793,M3715801,13,4,0
220.87,8142.13,6734.93,4532.84,1566.51,transfer,C2814986,M6749870,22,0,1
12.97,520.26,4584.33,2540.38,4673.27,cash_out,C6572372,M2337271,1,6,0
28.59,5353.87,2827.92,3072.34,8030.16,cash_out,C2916056,M4297622,0,0,0
26.71,5363.75,5328.41,3617.8,4316.49,cash_in,C5257397,M9324420,0,1,0
703.1,9997.61,8056.17,7792.35,6108.93,cash_out,C8373187,M5265122,13,3,1
6.84,3597.01,734.34,2481.42,1468.4,cash_in,C1318441,M1538290,1,2,0
7.06,3174.95,3370.28,5934.21,7575.45,transfer,C1848550,M8498264,18,3,0
10.95,2597.93,294.51,6585.52,5897.09,debit,C2139922,M5522403,18,0,0
7.3,7106.52,3234.99,1803.99,2629.66,debit,C9419411,M1635819,18,2,0
0.73,5019.37,9134.5,7854.93,5338.96,cash_in,C4752739,M2092509,6,3,0
45.52,8155.29,3883.99,5609.77,2996.9,cash_in,C7408963,M2670620,4,1,0
103.85,4901.71,5753.08,2557.59,8326.07,payment,C8329860,M4070487,6,5,0
1.28,5950.65,2962.15,5727.78,1227.99,debit,C8483778,M1245962,2,5,0
4.21,8845.91,8496.4,9561.97,1481.71,cash_out,C8839464,M1855315,16,3,0
47.41,1798.13,981.33,643.73,1667.75,transfer,C5353544,M2595144,17,6,0
0.35,7534.16,5758.47,5995.19,8861.01,debit,C8525927,M3459638,3,0,1
36.3,7336.47,5421.27,6297.01,9649.36,debit,C1512305,M2184628,17,3,0
6.41,1468.58,7602.54,4567.78,8813.76,payment,C9756805,M9609150,23,1,0
15.66,5117.8,4432.91,214.19,1808.49,transfer,C5353698,M1785548,13,3,0
137.41,8305.23,1880.32,1970.25,5677.95,payment,C7765068,M2535177,20,5,0
341.59,5046.88,8189.71,2777.12,1736.96,cash_in,C9467237,M3523914,14,5,1
9.09,9990.58,9309.13,4823.64,6390.35,payment,C1723680,M6949892,7,5,0
567.97,4292.88,3610.64,535.81,9005.91,cash_out,C3970058,M9179006,9,5,1
8.64,5626.06,3399.74,3836.13,1159.39,cash_in,C7679985,M4048843,9,5,0
201.31,7049.91,2902.1,6137.27,3898.93,cash_out,C5443133,M8202597,0,2,1
109.64,741.12,214.99,5652.25,1111.88,cash_out,C3681120,M6965497,18,6,0
162.76,5471.93,1338.07,5075.08,5781.32,cash_out,C5461367,M9969470,12,4,1
9.63,506.77,4415.49,9851.62,4012.37,cash_out,C9845104,M8468785,19,4,0
599.63,727.76,3069.01,2223.07,8313.99,debit,C5165533,M7002000,21,6,1
3.92,1716.13,8225.41,2125.25,4133.06,cash_out,C4579314,M8971029,23,3,0
47.61,9812.02,533.53,2619.67,5607.31,transfer,C7721091,M6577597,22,0,0
15.54,9565.87,7529.72,5006.36,2695.61,debit,C2633454,M8196045,10,5,0
743.23,2808.64,7898.21,4222.27,8466.77,cash_in,C9124192,M2096115,16,1,1
1116.59,5775.02,5511.55,514.13,5456.31,transfer,C7722708,M8746461,17,1,0
966.41,4195.62,8493.13,1135.4,2342.09,payment,C4098885,M7618941,20,3,1
9.22,6203.03,5430.2,8067.19,2564.86,debit,C7640884,M8387790,9,4,0
9.36,8935.98,993.93,3468.82,2686.07,payment,C1827125,M2856331,3,4,0
570.11,680.02,6905.78,4829.79,3677.03,cash_in,C1746392,M6893182,3,0,1
21.72,7309.16,2347.99,6000.46,7551.79,debit,C7625083,M4475258,13,2,0
24.89,1090.08,5834.76,3343.77,6034.99,cash_in,C9145474,M1128821,1,0,1
78.13,3081.21,1445.28,5350.49,5845.6,cash_out,C1787829,M5921048,12,3,0
6.47,9039.99,8629.49,6172.57,4370.27,cash_in,C1838900,M6484043,13,2,0
0.16,8665.27,4951.29,4486.65,5421.43,transfer,C8560170,M6176130,10,1,1
581.17,386.02,1395.47,8584.67,3758.34,cash_in,C7396488,M3194562,20,1,1
9.55,2962.99,1173.15,6362.98,6076.14,payment,C4840340,M1900920,0,5,0
88.61,8570.2,1272.3,1606.34,1892.34,cash_in,C8183701,M9025631,22,5,0
19.86,7661.71,6171.4,3962.42,1126.2,cash_out,C5713233,M2676290,2,2,0
89.13,8171.33,2586.89,7989.13,6430.24,transfer,C1102664,M1251893,3,3,0
64.4,4863.88,4995.89,5632.41,2039.25,transfer,C3900598,M7012365,14,6,0
12.48,2804.65,1435.61,7210.96,7946.03,cash_out,C8130118,M2277412,4,5,0
136.63,5334.74,2365.19,7621.25,4839.35,cash_out,C8215607,M6800206,22,4,1
111.78,5369.67,4665.92,3568.51,8208.11,cash_out,C7182333,M5441383,16,1,0
6.59,5619.17,7536.67,5084.28,8798.63,payment,C5502245,M1791030,1,5,0
8.53,6562.93,2923.55,4725.52,7423.7,cash_out,C2286876,M2869043,4,1,0
57.49,2926.11,5418.94,7676.96,7336.62,cash_in,C2423828,M8562332,14,6,1
20.57,6678.53,6486.14,6817.33,1746.94,cash_out,C1515146,M4214986,17,4,0
133.79,820.48,4799.85,7170.75,6585.04,transfer,C2128629,M7493199,7,6,0
0.36,2024.18,3927.47,9943.87,9790.72,payment,C9439632,M3429782,8,4,1
16.65,2372.23,3125.28,454.06,9216.24,transfer,C9635270,M2159701,22,6,0
111.8,2937.4,9059.53,8441.35,3518.87,cash_out,C5678396,M5263134,8,5,0
12.78,4332.23,8275.93,2181.63,5397.29,payment,C2106581,M8971047,19,4,0
269.25,1160.82,6453.69,6544.02,9112.45,payment,C5042026,M3069181,4,4,1
5.98,6644.6,8753.92,7379.88,8058.66,debit,C8140130,M9853232,16,6,0
223.81,3130.14,9854.31,4864.28,7060.47,cash_in,C2755804,M5600997,14,5,1
0.12,8121.22,8632.29,9866.31,5450.43,cash_in,C5238482,M3936508,8,1,1
102.55,6522.11,5964.69,1711.07,2431.11,debit,C2731464,M3532485,3,5,0
88.63,3979.78,8187.42,9442.64,5709.15,cash_out,C9675181,M9634963,1,5,0
765.68,1761.05,1299.15,8180.52,247.54,cash_out,C3948245,M1035443,0,0,0
35.78,4396.31,1234.68,9109.4,5128.44,debit,C9067264,M7479928,3,0,0
45.83,1974.57,3898.79,1020.11,710.95,cash_out,C5854705,M6357379,20,1,0
10.96,5152.31,568.91,4877.62,4269.29,debit,C3319495,M4271345,10,2,0
23.57,3232.28,6795.18,1066.82,136.13,transfer,C8667926,M7782654,5,0,0
46.43,9440.24,9529.72,5924.43,4431.6,transfer,C6560094,M1327913,22,0,0
25.05,6717.58,4278.61,1011.07,229.11,cash_in,C7223817,M6017911,2,5,0
1475.41,115.7,4525.51,3306.92,4048.35,debit,C5510798,M8875791,1,4,1
83.97,5660.81,2027.01,4254.94,2102.79,debit,C3362680,M7340456,17,5,0
7.48,1677.13,6108.64,7870.63,5326.75,debit,C8272068,M9724806,20,4,0
715.21,6638.08,4904.42,6182.22,3704.44,payment,C8193303,M4030134,11,3,1
113.82,8978.24,331.4,5987.55,1352.39,transfer,C3226354,M8241263,22,6,0
17.3,9637.58,5267.57,5634.77,8739.55,cash_in,C1246499,M6078893,2,4,0
2.29,9805.95,5759.23,9351.79,9413.38,cash_in,C7060046,M6630675,16,2,0
4.67,4917.91,2978.79,993.1,7504.74,cash_in,C5979441,M7460848,19,1,0
42.83,6762.45,8364.38,5559.12,2875.28,debit,C7758079,M3311410,13,2,0
808.98,4827.53,5171.04,837.04,628.61,payment,C7147865,M5469467,4,0,1
5.02,3007.12,4912.46,8366.58,3257.71,debit,C3120959,M1048421,18,1,0
0.25,100.6,5787.77,9387.16,592.83,cash_in,C4683560,M6740679,13,2,1
55.07,2191.59,1446.52,8491.42,4753.03,cash_out,C9440595,M3733931,17,4,0
54.07,7896.72,150.06,980.7,5249.69,debit,C4066341,M3699752,22,2,0
10.07,1448.87,4254.88,3955.91,9346.21,payment,C1104807,M9077731,2,0,0
22.42,6450.66,7555.28,684.12,1250.07,payment,C1017208,M3986348,14,6,0
44.63,1940.7,900.62,8813.11,7464.29,cash_out,C8391855,M1893220,18,1,1
229.52,8115.65,5977.12,6836.81,145.57,cash_in,C5302109,M2453304,16,4,1
161.2,3339.57,3001.05,8126.21,1494.41,debit,C9756078,M8857193,13,4,0
8.55,8588.89,3511.68,5992.26,2862.38,cash_in,C2938893,M7936029,23,0,0
130.31,5195.24,1498.38,4793.94,8067.26,debit,C2386510,M4577194,23,6,0
0.17,1621.92,7769.36,6673.48,4092.49,cash_out,C2152942,M8856301,9,1,1
99.27,7310.88,4434.72,5287.78,8824.96,cash_out,C6660550,M3539800,13,4,0
0.49,4410.68,7478.79,4533.27,5924.03,cash_out,C5217304,M6026046,17,4,1
0.48,3247.4,2355.73,9219.26,7998.16,payment,C7809740,M3313573,17,0,1
7.49,8181.41,9277.42,7076.41,3995.39,cash_in,C6629822,M6912948,2,2,0
3.7,5689.25,7318.95,196.36,436.74,payment,C6445086,M2797513,1,3,0
22.9,372.81,9902.12,1107.0,2412.35,transfer,C2679685,M8762813,16,3,0
15.36,3352.49,3019.83,9430.05,6851.57,transfer,C3972043,M3821761,20,0,1
103.99,9201.83,3219.76,9207.18,2753.69,transfer,C3971689,M1010905,2,5,0
0.45,7870.84,9010.97,3637.71,9623.59,transfer,C3649267,M8007520,22,0,1
728.6,8641.95,9311.96,9074.41,3535.54,debit,C5355863,M8384567,20,4,1
27.3,533.88,8364.06,1088.94,4485.13,cash_out,C3166528,M8779521,19,4,0
0.36,5939.88,3724.96,377.7,2382.94,transfer,C1807730,M1163120,12,2,1
50.62,9701.36,7751.33,220.83,6931.29,debit,C2988393,M1050402,8,2,0
621.94,4341.24,5114.17,7017.42,7627.14,transfer,C2208104,M6031351,20,4,1
100.11,9905.81,3434.43,6192.2,8929.88,debit,C7025942,M6806731,7,2,0
3.27,552.48,3940.43,429.25,4134.82,cash_in,C1218912,M1322484,12,4,0
39.48,8260.05,682.02,5512.68,7199.58,cash_in,C5408514,M1739687,22,1,0
218.7,6974.44,1340.53,8908.66,2256.26,cash_out,C5848213,M6146524,18,5,0
5.27,2327.78,127.51,4958.69,3832.07,cash_out,C6606514,M6504465,0,1,0
0.42,821.5,2203.91,3856.88,2625.53,cash_in,C4081050,M5796087,3,3,1
21.66,705.37,1949.02,9475.55,7054.32,cash_out,C4671444,M4713173,9,2,0
10.19,7398.56,416.29,494.35,8960.8,cash_in,C1778376,M6975532,7,0,0
53.77,5602.28,4198.64,2607.44,238.05,transfer,C2482875,M7442888,12,3,0
1518.52,164.3,8974.21,3411.67,9755.23,cash_in,C6604982,M8569000,10,6,1
25.18,1792.82,7395.77,7733.55,3185.68,cash_in,C1778902,M4874616,7,3,0
124.84,7993.66,8858.97,1500.51,3763.44,debit,C4129598,M2304221,8,3,0
54.28,6979.54,1348.22,9082.58,1233.89,payment,C3719631,M4785774,22,6,0
8.69,4371.35,9578.61,1079.85,7973.09,cash_out,C2132884,M6915170,16,6,0
384.97,7255.62,6895.31,5698.88,4393.98,transfer,C9441169,M8323766,6,4,1
223.36,907.38,5926.56,3198.18,7521.28,cash_in,C3809837,M2580352,12,4,0
23.61,7529.08,7753.95,9179.96,4839.63,debit,C4622993,M2126904,17,3,0
3.35,9095.29,4847.96,1806.54,5139.74,payment,C6217575,M1896246,21,0,0
38.88,7251.59,4820.04,112.07,1858.56,cash_out,C5941654,M3138437,20,6,0
8.84,9460.59,685.68,977.94,2859.57,payment,C4547081,M3209208,23,6,0
0.7,4272.46,9539.51,3663.03,6064.19,cash_out,C1171259,M3122871,23,5,0
27.58,6377.03,9788.89,2842.28,7172.5,cash_out,C4674504,M3201179,4,5,0
8.96,9310.64,6984.98,1122.03,3792.01,cash_out,C1695060,M3191822,16,0,0
29.68,4130.86,4019.14,128.57,9845.18,transfer,C6778649,M4872334,14,3,0
27.12,5887.17,6149.94,2320.03,7702.26,transfer,C3716216,M2504225,13,5,0
33.91,7448.73,4749.8,3843.39,6120.37,cash_out,C9906787,M4660281,3,6,0
2493.68,7444.55,8229.66,762.12,3932.28,cash_out,C3530604,M2361636,6,0,1
3.86,653.18,4118.04,8859.5,9691.51,cash_in,C7597744,M8725984,1,3,0
0.47,932.72,5170.24,3997.79,3680.54,payment,C5814049,M5273756,9,5,1
0.2,2043.84,3131.08,7725.08,7201.07,debit,C7993284,M6767837,0,2,1
42.64,4590.79,1381.81,1772.54,1433.43,transfer,C2484106,M5957964,4,2,0
0.34,9204.39,7414.56,9414.3,5592.57,payment,C5472051,M3538486,3,5,1
7.07,8874.22,488.98,7376.03,9496.52,debit,C2645611,M7837787,4,5,0
0.45,7141.04,6614.35,5751.85,3864.64,cash_out,C4372441,M6684715,7,1,1
18.61,2889.16,4663.24,9584.16,8900.74,transfer,C7118155,M9919250,7,1,0
3082.47,443.87,6926.29,867.73,7093.42,payment,C9875180,M9380357,12,0,1
43.48,3760.97,4722.35,7304.87,9169.76,debit,C5505739,M9378197,10,6,0
217.54,8959.65,7995.13,2755.69,7743.68,payment,C4344845,M7048062,7,3,0
15.66,8586.74,3990.97,9318.81,5987.01,debit,C7414059,M2066731,13,1,0
6.54,1853.12,2926.95,319.05,7007.64,transfer,C6570713,M6139691,16,0,0
11.47,4051.1,1511.69,7886.62,3775.04,cash_in,C7661811,M6068179,14,1,0
178.52,8714.15,2834.22,2472.01,7791.5,debit,C2990842,M5457623,5,3,1
0.04,6710.21,2721.24,5490.17,2034.59,cash_out,C7970196,M2951927,9,6,1
2.23,7212.1,652.78,5709.06,2278.11,cash_in,C4791742,M2749021,21,0,0
40.81,1307.62,9407.45,8237.32,9205.55,cash_out,C3017414,M2332124,11,5,1
2.47,9332.07,2880.43,1648.54,3691.21,payment,C3956450,M8263621,16,6,0
44.49,6834.74,8913.91,5030.75,1213.04,cash_out,C3744763,M1424716,22,4,0
128.44,7445.52,1561.12,9058.88,4681.71,cash_out,C8213778,M7716003,21,2,0
10.61,133.71,2858.71,713.26,8291.41,payment,C3558536,M8370707,17,0,0
0.17,5239.53,9842.43,460.03,9215.67,cash_in,C3989387,M3147879,2,2,1
0.33,9459.09,1287.16,362.05,3081.13,debit,C3070608,M4651002,12,4,1
109.8,4994.33,1728.34,447.32,1304.07,cash_in,C6802621,M6889883,22,1,0
5.91,9074.19,365.21,6484.27,5798.57,cash_in,C5129397,M6770848,4,5,0
33.06,8289.75,8612.09,6860.57,9104.49,cash_out,C3834946,M3529606,20,5,0
63.08,7023.17,1982.03,5269.9,6118.44,transfer,C5820587,M7100037,15,5,0
60.81,8332.81,7840.4,2332.47,2343.71,cash_in,C2461423,M9510677,11,0,0
11.15,584.65,9763.62,551.06,1955.63,debit,C9352271,M3026573,16,6,0
2044.78,1076.84,4964.78,1644.11,1087.79,debit,C4728927,M4068301,22,0,1
0.82,7958.18,6339.64,9238.12,7644.24,debit,C5333062,M7753453,15,1,0
65.52,1397.14,2177.22,9701.66,2245.24,cash_out,C3376230,M3707604,22,4,0
446.53,2991.17,9971.67,3526.45,9904.86,debit,C3588439,M4089229,5,5,1
2.05,3832.57,8228.42,6217.53,9931.27,cash_out,C7234256,M1827266,12,1,0
46.99,7248.39,8658.48,2521.96,8565.33,transfer,C9918309,M1929824,8,3,0
109.53,1134.96,2439.52,4907.11,3221.03,debit,C6115213,M3047234,20,4,0
